dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
8,15.55,30,2,0.0007719899539172369114472278493420809788542588122217612884662408882774951781072404296784254426737615204717361355252939566272725481548691698706400253537271424320675964045780292839147024824315165036346792529740436609762568660091252850262014138351656324123965848997652964043775171805677054205524430585104842553763158822165863866017105822570907230831060634711703624566558522632848926644034833376333927551672,0.997822010266365018198968809466851261206129070087454867686538550082528731163300834803061122644136378722999170348906874210947633649548076578645672180532990049617243846543807828562896100215088188389696688507030718366569400254601449349406014667837755833516443183065139824962442504556419566679517015355903462060167546646236160924191407764850301404949413948830854074190184002001400752954794075095426739678
