iteração,dimensão,mu,quantidade de observações,quantidade de agrupamentos,tempo de execução (s)
30,2,17.44940226888645,100,34,4.426731766994635
31,2,19.194342495775096,100,34,4.397924741002498
32,2,21.113776745352606,100,34,4.35999590800202
33,2,23.22515441988787,100,34,4.414877458002593
34,2,25.54766986187666,100,34,4.348562184000912
35,2,28.10243684806433,100,34,4.468556384003023
1,2,1.1,100,66,16.32878363600321
2,2,1.2100000000000002,100,66,16.187134052001056
3,2,1.3310000000000004,100,66,16.171173581002222
4,2,1.4641000000000004,100,66,16.14896360700368
5,2,1.6105100000000006,100,66,16.167389645001094
6,2,1.7715610000000008,100,66,16.244930840999587
7,2,1.9487171000000012,100,66,16.316118069997174
8,2,2.1435888100000016,100,66,16.30475046799984
9,2,2.357947691000002,100,66,16.479549214003782
10,2,2.5937424601000023,100,66,16.22679917699861
11,2,2.8531167061100025,100,66,16.251067555996997
12,2,3.138428376721003,100,66,16.22408490100497
13,2,3.452271214393104,100,66,16.34639814199909
14,2,3.7974983358324144,100,66,16.347225385994534
15,2,4.177248169415656,100,66,16.336638736000168
16,2,4.594972986357222,100,66,16.28213685099763
17,2,5.054470284992945,100,66,16.326026738002838
18,2,5.55991731349224,100,66,16.481911857998057
19,2,6.115909044841464,100,66,16.28785616499954
20,2,6.727499949325611,100,66,16.113057540002046
21,2,7.400249944258173,100,66,16.12124416200095
22,2,8.14027493868399,100,66,16.128629916005593
23,2,8.95430243255239,100,66,16.17332449999958
24,2,9.84973267580763,100,66,16.078270852005517
25,2,10.834705943388395,100,66,16.074796344997594
26,2,11.918176537727234,100,66,16.07251697799802
27,2,13.10999419149996,100,66,16.045307708998735
28,2,14.420993610649957,100,66,16.165787767997244
29,2,15.863092971714952,100,66,16.034429272993293
30,2,17.44940226888645,100,66,16.099531699997897
31,2,19.194342495775096,100,66,16.043014767004934
32,2,21.113776745352606,100,66,16.185371815001417
33,2,23.22515441988787,100,66,16.105804976999934
34,2,25.54766986187666,100,66,16.280087423001532
35,2,28.10243684806433,100,66,16.286835211001744
1,2,1.1,100,99,36.59861798700149
2,2,1.2100000000000002,100,99,36.13874620600109
3,2,1.3310000000000004,100,99,36.65312225100206
4,2,1.4641000000000004,100,99,36.17394989400054
5,2,1.6105100000000006,100,99,36.19831440899725
6,2,1.7715610000000008,100,99,36.22072836699954
7,2,1.9487171000000012,100,99,36.95161153800291
8,2,2.1435888100000016,100,99,37.05396903200017
9,2,2.357947691000002,100,99,36.71181464599795
10,2,2.5937424601000023,100,99,36.98620031899918
11,2,2.8531167061100025,100,99,37.573230792004324
12,2,3.138428376721003,100,99,38.46191864400316
13,2,3.452271214393104,100,99,37.067252170003485
14,2,3.7974983358324144,100,99,37.04826097100158
15,2,4.177248169415656,100,99,37.612524071002554
16,2,4.594972986357222,100,99,37.358439707997604
17,2,5.054470284992945,100,99,37.33747914600099
18,2,5.55991731349224,100,99,37.10051679999742
19,2,6.115909044841464,100,99,37.00907538899628
20,2,6.727499949325611,100,99,37.68648096000106
21,2,7.400249944258173,100,99,37.507961568997416
22,2,8.14027493868399,100,99,37.485672471004364
23,2,8.95430243255239,100,99,37.645066391
24,2,9.84973267580763,100,99,37.465397830994334
25,2,10.834705943388395,100,99,37.59905010300281
26,2,11.918176537727234,100,99,37.30279642700043
27,2,13.10999419149996,100,99,37.362498829003016
28,2,14.420993610649957,100,99,37.384213527999236
29,2,15.863092971714952,100,99,37.2338413480029
30,2,17.44940226888645,100,99,37.26210998600436
31,2,19.194342495775096,100,99,37.370567682999535
32,2,21.113776745352606,100,99,37.41533896399778
33,2,23.22515441988787,100,99,37.78282756000408
34,2,25.54766986187666,100,99,37.69016045600438
35,2,28.10243684806433,100,99,37.37846181599889
