dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
8,1.1,100,2,54.38185389564672666338712992444587284826981001090364664650524186369996105401119119564977497224898443251133944039521862502901596400176963195119031196223503756263816963159711565750751866339017341096883830010391158372718015843404523652624262622671249373670410670179475922634123610711903054134663630505042927352124134199122880992470378196431658944930259176268621510786322361458258614210501089282616167962,0.5015510538677549336621927270525009696632264131748810772313357709655754639351433387774414649466190129034787704786853938432660043245731134033143200465450224522674025502323721034987830794244669464298559838580661606410097273516113347517033748155657957805901289005541482579375161790460920608314901186008124026546818516590631764281385807502190411666475917372830713676707580392107948913857652491516083751036
