dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
4,15.55,100,2,0.0014057439381726696671088066646582606025953690748700047310368604943464486881827156511235596639629209658055158997339336695345361137275086462445959652289558266833350973160461080935256875901711598338017100678518737586391342658052112579489628520706758885889149061616392431136985649828205041885668165384536897969735718552754706232598550598752693961092285992400331871414324034643612525885348826947001227294,0.9799396711826764956995833369759839458194471678689253855446467811809268500060786581123433232773670879648243494965784474550877069414844073622651490756704589197895471462390503008275967454180883841278332724752629113592606022371836135212946581363216225393803434011056251814401804885664857369851246884437269411648044788116689505880923246679232462115792563673083594554426770038107263357203841768135870269041
