dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
16,1.1,100,2,117.6452030829862651546639685157181032920950882008601653327956439433330206503612612566691745912371137916627350564122457742649460871361542060379062710478860341884773655087670915545057813498063315642499263339941212551690314455157571003742062382145604693894185052099891956892522006469558676207888963337059664386088833745425851225200680347968505665310626612789233168890867338833575627238701981445742810011,0.5015846031581629134257270154324602874392482030973535814141528983965818664717277718020616075740069022374733554333590183417563324299110405652221270048053136413144954784963879299546573377434218457622805851755153075117928749548028041344066869159210160447985069311506851171478289138454524644044921055106110495344633557360262997417081020319280353008500082612675304472448025399610164505730750574024566545527
