dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
16,6.512,30,2,0.7946187938680232318111372247977701650157590906345618901816608435801299930377300836605892707827783241431434586214053454936310749989967713162441333787482266201097412486491360847729547727217167589644210999560222555931361579839843633449155489661363476181147060385880698178218799190166878139057869835208624618486923658679914999072667661695897540500968086387144702238008665662425574024469897046623333217022,0.9978502515381440960516729203867722211204021907547071808922255693352446618578497817777590799548567361730295591925435793122488245263787490513714866247382108665934944660853174755419826242301421275735618394653719103207862373078376588699870596507889854021607334933737613105462158988579554736003703563430294296819333604985784564521281579288089972322794695359425691238539173534702352177771287597503928789162
