dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
4,8.325,100,2,0.2311158927972303464514182298836348132324563828268702461654510581268061843141176734282578599464390216270026391753890917745951529191694767429184068395459125366717772794799134539650145663382660860024966688354544023875907397774751858185966220307379643254023645693275844217436428632365154712298694130433857582537094173730327742945264871619056629270798206712693876449841115926595697415800211354773344354911,0.9222526017464343305325280019437122011894215014815786294340331934681456606117242541826662259583717431446905725292174757195621653182400714081871513778674335066356917960713054860455234877882658078052325872325215092052619576073358061063572957841607088892333178498635289685349027806593349924827086481778778662364615311171486302934825384968525732985425660974432835221470593816306413212034246447002219186116
