dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
8,2.9,100,2,17.5732239985400579735733023075236689943256906454817996618210713403996513383073217869014091151949298606726581054138039493083132067612972233453040708849225209488546022831204754206323737219648012841717923145315154151050581020170068370937341355827107251329238629572581596340608834864717207669725722232794328513175822924464948716021457144016151166398894351022378608440057904107926115231500889543767891885,0.9087350809706960097605683887385354668442232115490789245095147510845555934898604633867612985467485553127669386171791140959155407308251085482944635413553895680587992685154034729373205763050587185072309591674525330692813547843765740934268781593125736437452453311012919381119999554512242193797325899932642250090682342385054666083709946535724114516869128670322155458891017478902549613524906248433248931499
