dimensão,expoente fuzzy,quantidade de observações,quantidade de agrupamentos,custo,hullermeier
4,2.9,100,2,9.762470308456575581659048526070863672317419690875225519228732815081475033006595610151148693559020714314554241621577283816625288330875683979839913791272475222517968934183297148554215251199117686147813888488983060160405820637833586186310420870641657308853570477051864452097373664967748625013720264803140950080022661481915846072718587794779559928335738642283986100120405148861607203338819856454554043354,0.7346462286185459097040743888665130036973974791795094214155452043273797107144590770029173157874492285473595927212096053489600725651294349648630994747963142358007910230850949731598186718608139667213003449123703714491850393177547378846708027531741706969607040747157027405336389259866805083480582714695033572561865887609183676158038958402109494695975030411584101831035353277369970970121968163976127344086
